Category URL,Category name,Product URL,Product name,Unit,Price,Image
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/vetnova-glyco-flex-lll-snacks-para-perro-mini.html,Vetnova Glyco-flex lll Snacks para Perro Mini,60 Comprimidos,33.68,https://www.petsonic.com/11862-large_default/vetnova-glyco-flex-lll-snacks-para-perro-mini.jpg
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/vetnova-multiva-active-para-perro.html,Vetnova Multiva Active para Perro,45 Comprimidos,16.83,https://www.petsonic.com/11868-large_default/vetnova-multiva-active-para-perro.jpg
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/vetnoca-multiva-calming-para-gato-y-perros-pequenos.html,Vetnova Multiva Calming para Gatos y Perros Pequeños,21 Comprimidos,9.90,https://www.petsonic.com/11869-large_default/vetnoca-multiva-calming-para-gato-y-perros-pequenos.jpg
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/vetnova-multiva-calming-para-perros-medianos-y-grandes.html,Vetnova Multiva Calming para Perros Medianos y Grandes,21 Comprimidos,16.83,https://www.petsonic.com/11870-large_default/vetnova-multiva-calming-para-perros-medianos-y-grandes.jpg
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/vetnova-multiva-motion-para-perro.html,Vetnova Multiva Motion para Perro,60 Comprimidos,16.83,https://www.petsonic.com/11872-large_default/vetnova-multiva-motion-para-perro.jpg
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/regional-treats-42-5-gr.html,Orijen Regional dog Treats 42.5 gr premios para perro 100% proteina y nada mas,1 Unidad.,5.55,https://www.petsonic.com/13414-large_default/regional-treats-42-5-gr.jpg
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/treat-free-run-duck-35-gr.html,Acana Treat Free Run Duck 35 gr premios ultra calidad para perros,1 Unidad.,5.55,https://www.petsonic.com/13837-large_default/treat-free-run-duck-35-gr.jpg
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/treat-grass-fed-lamb-35-gr.html,Acana Treat Grass-Fed Lamb 35 gr premios ultra calidad para perros,1 Unidad.,5.55,https://www.petsonic.com/13838-large_default/treat-grass-fed-lamb-35-gr.jpg
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/treat-yorkshire-pork-35-gr.html,Acana Treat Yorkshire Pork 35 gr premios ultra calidad para perros,1 Unidad.,5.55,https://www.petsonic.com/13840-large_default/treat-yorkshire-pork-35-gr.jpg
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/orijen-black-angus-beef-dog-treats-premios-para-perros.html,Orijen Black Angus Beef dog treats premios para perro 100% proteina y nada mas,42.5 Gr,6.11,https://www.petsonic.com/20620-large_default/orijen-black-angus-beef-dog-treats-premios-para-perros.jpg
